city,latitude,longitude,name,zip,state
Waltham,42.3767,-71.2421,McDonald's,2451,MA
Happy Valley,45.43417676,-122.578818798,Dairy Queen,97086,OR
Columbus,40.0981,-83.0903,Raising Cane's,43235,OH
Fresno,36.864745,-119.738827,Carl's Jr.,93720,CA
Whittier,33.96447,-118.03496,Domino's Pizza,90602,CA
Hackensack,40.88917465,-74.038520157,White Manna Hamburgers,7601,NJ
Jackson,35.666857,-88.849062,Popeye's Chicken & Biscuits,38305,TN
Moreno Valley,33.919429666,-117.236088992,Food 4 Less,92553,CA
Hartland,42.633642,-83.750933,Arby's,48353,MI
Anchorage,61.14323525,-149.86685425,Arby's,99515,AK
Beaumont,33.923933809,-116.953957405,El Pollo Loco,92223,CA
Whittier,33.9898669,-118.064463,Taco Bell,90606,CA
San Angelo,31.43028,-100.45596,Taco Bell,76904,TX
Hermitage,41.23338,-80.471897,Burger King,16148,PA
Princeton,37.359524,-81.098404,Burger King,24739,WV
Northport,33.23755,-87.56659,Domino's Pizza,35476,FL
Minneapolis,44.88219,-93.31982,McDonald's,55435,MN
Fort Campbell,36.66345,-87.47739,Burger King,42223,KY
Amarillo,35.21241,-101.90659,McDonald's,79106,TX
Portland,45.586771,-122.738535,McDonald's,97203,OR
Valrico,27.93726,-82.25048,Taco Bell,33594,FL
Lewisburg,35.447222641,-86.775777768,Arby's,37091,TN
Albert Lea,43.658431,-93.315675,Wendy's,56007,MN
San Antonio,29.498223,-98.4996715,SONIC Drive In,78216,TX
Fremont,41.3735,-83.11778,McDonalds,43420,OH
Norfolk,42.041381412,-97.412149697,Domino's Pizza,68701,NE
Gwynn Oak,39.345942,-76.736018,KFC,21207,MD
Churchton,38.808067,-76.53923,Domino's Pizza,20733,MD
Birmingham,33.581132,-86.775824,Krystal,35217,AL
Denver,39.744904,-105.025709,Pizza Hut,80204,CO
Sugar Land,29.601204,-95.68244,Taco Bell,77498,TX
Phoenix,33.377685,-112.065686,Burger King,85042,AZ
Las Vegas,36.095783,-115.17612,McDonald's,89119,NV
Mormon Lake,17.989019394,-92.965096235,Subway,86038,AZ
Avondale,33.460702,-112.339782,McDonald's,85392,AZ
Marshall,39.1119,-93.1947,KFC,65340,MO
Franklin Park,41.9277,-87.884499,Wendy's,60131,IL
Brooklyn,40.633444,-73.889406,McDonald's,11236,NY
Niles,41.214575961,-80.751691766,Starbucks,44446,OH
Fort Wayne,41.1186,-85.14192,Arby's,46805,IN
Woodland,38.675897,-121.746454,Taco Bell,95776,CA
Pensacola,30.474625,-87.2116,Wendy's,32504,FL
Rock Springs,41.57827,-109.25005,Sonic Drive-In,82901,WY
Hayward,37.667496,-122.11956,Five Guys,94541,CA
Antelope,38.715355,-121.392806,Taco Bell,95843,CA
Lapeer,43.04332,-83.32166,Jimmy John's,48446,MI
Ontario,34.02899,-117.59238,McDonald's,91761,CA
Sun Prairie,43.1814,-89.2067,McDonald's,53590,WI
Midlothian,37.40467,-77.67091,Wendy's,23112,VA
Lakewood,41.485401,-81.805463,Taco Bell,44107,OH
Wolfforth,33.519313202,-101.992102861,Sonic Drive-In,79382,TX
Omaha,41.15401,-96.15288,Blimpie,68138-3886,NE
Jacksonville,30.322456,-81.53846,Krystal,32225,FL
Downers Grove,41.80991,-87.98537,Topper's Pizza,60515,IL
Latham,42.75501001,-73.759412431,McDonald's,12110,NY
Wyandanch,40.752719,-73.361218,Mcdonald's,11798,NY
Valdosta,30.869754,-83.288177,Hardee's,31602,GA
Tempe,33.38386,-111.961334,El Pollo Loco,85282,AZ
Denver,39.801506,-104.983453,Wendy's,80216,CO
Long Beach,33.874698,-118.168682,Jack in the Box,90805,CA
Pearland,29.573181652,-95.28618185,McDonald's,77581,TX
Saint Louis,38.596438,-90.270708,Taco Bell,63139,MO
Chicago,41.93863,-87.72252,Burger King,60618,IL
Tampa,27.961729229,-82.401536331,KFC,33619,FL
Washington,40.702898,-89.421682,Hardee's,61571,IL
Arcadia,34.151294,-118.026696,McDonald's,91006,CA
Mount Vernon,40.401993422,-82.441642284,Dq Grill & Chill,43050,OH
Neenah,44.171926,-88.484957,Hardee's,54956,WI
Houston,29.703142,-95.587018,McDonald's,77072,TX
San Angelo,31.48771,-100.46113,McDonald's,76903,TX
Virginia Beach,36.85902,-76.17517,Burger King,23462,VA
Stockbridge,33.61899,-84.23474,McDonald's,30281,GA
Phoenix,33.712894,-112.109082,Panda Express,85085,AZ
Suwanee,34.04854379,-84.093893773,McDonald's,30024,GA
Glendora,34.136284,-117.87176,Del Taco,91741,CA
Downey,33.94704,-118.14762,McDonald's,90241,CA
Chicago,41.79951,-87.59123,Subway,60615,IL
Arlington,32.741075,-97.084149,Jack in the Box,76011,TX
Ogden,41.2229414,-111.9716451,Brixton's,84401,UT
Clinton Township,42.5732,-82.8891,Taco Bell,48036,MI
Johnston,41.65958,-93.73658,McDonald's,50131,IA
Baton Rouge,30.505048,-91.151663,Wendy's,70805,LA
Newark,40.084264605,-82.42830247,McDonalds,43055,OH
Hamilton,46.21835,-114.1544,Quiznos,59840,MT
Harlingen,26.15997,-97.68191,Jack In The Box,78552,TX
Saraland,30.80191,-88.098,McDonald's,36571,AL
San Ysidro,32.5453,-117.02991,Jack in the Box,92173,CA
Louisville,38.21056,-85.76921,SONIC Drive In,40208,KY
Mantua,41.283339,-81.224043,McDonald's,44255,OH
Clayton,34.87844,-83.3973,Dairy Queen,30525,GA
Irving,32.83243,-96.99428,Wendy's,75061,TX
Round Rock,30.497019336,-97.724026226,Dairy Queen - Round Rock,78681,TX
Orlando,28.552855,-81.451888,Popeyes Chicken & Biscuits,32808,FL
Floyds Knobs,38.293270577,-85.904818789,Taco Bell,47119,IN
Costa Mesa,33.68193,-117.91924,Five Guys,92626,CA
Victor,43.006558,-77.444075,Taco Bell,14564,NY
Geneva,42.85699,-77.01323,Taco Bell,14456,NY
Charlotte,35.24002,-80.92006,Waffle House,28208,NC
Harrisburg,35.322635961,-80.64818811,Hardee's / Red Burrito,28075-7526,NC
Derby,41.33198,-73.08434,KFC,6418,CT
Pocahontas,36.243464,-90.958178,Wendy's,72455,AR
Fayetteville,35.097393,-79.011116,Domino's Pizza,28303,NC
Cape Girardeau,37.30024,-89.56952,Taco Bell,63703,MO
Albuquerque,35.13208958,-106.587068,Firehouse Subs,87109,NM
Westbrook,43.678150177,-70.33592987,KFC,4092,ME
Oakland,37.73727,-122.1971,Del Taco,94621,CA
Orlando,2.999309139,101.528248596,Kfc,40460,KY
Stafford,29.643881,-95.573558,McDonald's,77477,TX
Woodbridge,38.627339,-77.301262,Popeye's Chicken & Biscuits,22193,VA
Northridge,34.22128,-118.50352,Peking Wok,91325,CA
San Antonio,29.543568,-98.614493,Redbox,78240,TX
Oklahoma City,35.556120937,-97.635477918,Five Guys,73132,OK
Indianapolis,39.77376482,-85.979247849,Panda,46229,IN
Philadelphia,39.97945,-75.16203,Pop-A-Nugget,19121,PA
Germantown,39.182588482,-77.238059577,Subway,20876,MD
Shelby,35.28257,-81.55593,Bojangles' Famous Chicken 'n Biscuits,28152,NC
Glendale,34.170497,-118.289434,McDonald's,91201,CA
Boynton Beach,26.535422,-80.090759,Wendy's,33426,FL
Houston,29.595324,-95.467043,Subway,77053,TX
Olympia,47.061527,-122.766468,Taco Time,98516,WA
Towson,39.40516,-76.60139,Chick-fil-a,21204,MD
Fargo,46.83285,-96.82275,Taco John's,58103,ND
Walkertown,36.1637,-80.1386,Wendy's,27051,NC
Denver,39.78111,-104.84567,Subway,80239,CO
Norwalk,41.147266,-73.42635,Roly Poly,6851,CT
Oklahoma City,35.46481,-97.62062,Arby's,73127,OK
Torrance,33.804998,-118.350671,Panda Express,90505,CA
Scottsdale,33.621197,-111.892188,Chick-fil-A,85260,AZ
Redwood City,37.47222,-122.21559,Taco Bell,94061,CA
Quincy,42.269911,-71.02426,Wendy's,2170,MA
Sunnyvale,37.351091,-122.014663,Wendy's,94087,CA
Meridian,43.599747,-116.356019,Del Taco,83642,ID
Moreno Valley,33.940828541,-117.2268905,Jack in the Box,92557,CA
Pickerington,39.9298,-82.79,KFC,43147,OH
Manchester,41.76689,-72.56815,McDonald's,6040,CT
Pennsburg,40.3931,-75.5019,McDonald's,18073,PA
Meredith,43.64736,-71.50032,McDonald's,3253,NH
Cedar Lake,41.376978,-87.469995,McDonald's,46303,IN
Washington,38.9452,-77.0779,Popeye's Chicken & Biscuits,20016,DC
Concordia,39.560372,-97.657358,Kfc,66901,KS
Hutchins,32.65006,-96.70911,Whataburger,75141,TX
Mobile,30.640167,-88.190964,Subway,36609,AL
Inglewood,33.97524,-118.358317,Subway,90302,CA
Columbus,40.14214,-82.99206,Penn Station East Coast Subs,43240,OH
Delray Beach,26.4577,-80.1238,Burger King,33484,FL
Milford,41.352062,-74.732204,Taco Bell,18337,PA
Burbank,34.190544,-118.327835,Wendy's,91502,CA
Albuquerque,35.107358,-106.550904,Subway,87112,NM
Camp Verde,34.565712,-111.861794,Domino's Pizza,86322,AZ
Edmond,35.624943,-97.486526,KFC,73013,OK
Draper,40.526694,-111.87221,KFC / A&W,84020,UT
West Roxbury,42.264412,-71.167991,McDonald's,2132,MA
South El Monte,34.0630044,-118.0368204,Wienerschnitzel,91733,CA
Lenox,42.40503,-73.26413,Burger King,1240,MA
Bethany Beach,38.538363017,-75.056023938,Thrashers French Fries,19930,DE
Midlothian,37.525141,-77.606356,Burger King,23113,VA
Chesaning,43.186405,-84.167388,Mc Donald's,48616,MI
Leominster,42.49508,-71.72897,McDonald's,1453,MA
Albuquerque,35.08093,-106.62467,BLIMPIE,87106,NM
Baltimore,39.344628711,-76.631148862,Subway - Roland Park,21210,MD
Cincinnati,39.169345,-84.498274,Gold Star Chili,45217,OH
Lancaster,34.7303,-80.7768,Arby's,29720,SC
Bismarck,46.840122,-100.771975,Wendy's,58503,ND
North Plains,45.592594,-122.997096,McDonald's,97133,OR
Denver,39.7010137,-104.9367713,Mcdonald's,80246,CO
Albuquerque,35.058529,-106.588313,Taco Bell,87108,NM
Burlington,36.07399,-79.4908,McDonalds,27215,NC
Morehead City,34.726019,-76.766431,Taco Bell,28557,NC
Tampa,28.0254,-82.4861,Popeyes Chicken & Biscuits,33614,FL
Oklahoma City,35.566514289,-97.656708955,Mcdonald's,73162,OK
Durham,36.02851,-78.84378,Subway,27704,NC
Waycross,31.20869,-82.384177,Subway,31501,GA
Norwalk,41.124924,-73.393875,Garden Catering,6851,CT
Goodyear,33.449852,-112.35067,Church's Chicken,85395,AZ
Dallas,32.911068,-96.76783,Whataburger,75243,TX
Spartanburg,34.950739,-81.918285,Arby's,29302,SC
Long Beach,33.78961,-118.16206,Taco Bell,90804,CA
Belle Chasse,29.824376,-90.006011,Subway,70037,LA
Las Cruces,32.29375,-106.76812,McDonald's,88001,NM
San Francisco,37.774911703,-122.437940399,Popeyes Louisiana Kitchen,94117,CA
Greensburg,40.282468,-79.5501,Burger King,15601,PA
Houston,29.578531,-95.121706,KFC,77062,TX
Quitman,30.78502,-83.57172,Burger King,31643,GA
Seattle,47.544658,-122.376407,Pizza Hut,98126,WA
Clarksville,36.63883,-87.43567,Wendy's,37042,TN
Lubbock,33.577848,-101.869406,Arby's,79401,TX
Lithonia,33.700899,-84.169873,Taco Bell,30038,GA
Denver,39.65516,-105.08136,Subway,80227,CO
Littleton,39.610035,-105.11178,Pizza Hut,80127,CO
Fullerton,33.88908,-117.87454,Pizza Hut,92831,CA
Salina,38.801135601,-97.609552323,Taco John's,67401,KS
Lafayette,40.418266,-86.858339,Steak 'n Shake,47904,IN
Saint Paul,44.833001,-93.160209,Burger King,55123,MN
Cottage Grove,44.83113,-92.96049,Arby's,55016,MN
Madison Heights,42.531058,-83.106904,Wendy's,48071,MI
Lucerne,39.089741412,-122.795261093,Foster's Freeze,95458,CA
Los Angeles,34.04129,-118.30891,Subway,90006,CA
Santa Rosa,38.43456,-122.68731,Taco Bell,95405,CA
Coshocton,40.296654,-81.848438,Burger King,43812,OH
Mesquite,32.74678,-96.59616,McDonalds,75149,TX
New Bedford,41.6146,-70.9355,Domino's Pizza,2740,MA
Chicago,41.7839,-87.683836,Subway,60636,IL
North Las Vegas,36.239075123,-115.167774509,Del Taco,89032,NV
Brinkley,34.90503,-91.1979,McDonald's,72021,AR
Burbank,34.183429,-118.312164,Panda Express,91502,CA
Mcloud,35.43597,-97.09788,SONIC Drive In,74851,OK
North Las Vegas,36.2403,-115.0913,Burger King,89030,NV
Grapevine,32.906469589,-97.036914825,McDonald's,76051,TX
Price,39.59979,-110.80307,McDonald's,84501,UT
Las Vegas,36.058716,-115.243355,Raising Cane's,89118,NV
Rolla,37.952478,-91.752254,Subway,65401,MO
Mesquite,32.836852669,-96.629895,Wienerschnitzel,75150,TX
Canton,34.17336,-84.54909,McDonald's,30114,GA
Woonsocket,42.007901,-71.508367,Burger King,2895,RI
Blairsville,34.88028,-83.95501,Blimpie,30512,GA
San Diego,32.833,-117.1635,Arby's,92111,CA
Seguin,29.58,-97.99,Jack In The Box,78155,TX
Ithaca,42.421172,-76.518141,McDonald's,14850,NY
Gilmer,32.73197408,-94.942951702,Kfc,75644,TX
Saco,43.49693,-70.4467,Rapid Ray's,4072,ME
Lake City,30.189675488,-82.63913086,Popeyes,32055,FL
Auburn,32.602143,-85.479921,Taco Bell,36830,AL
Albuquerque,35.13078,-106.57757,Subway,87109,NM
Hawthorne,33.915825,-118.35206,Rally's Hamburgers,90250,CA
Brookville,41.172706,-79.100587,Taco Bell,15825,PA
Palmetto,33.528103109,-84.659654074,McDonald's,30268,GA
Lubbock,33.5214,-101.9219,KFC,79424,TX
Cornelius,45.520061,-123.043411,Burger King,97113,OR
Carrollton,33.5865888,-85.057560683,Kentucky Fried Chicken,30117,GA
North Brunswick,40.460466474,-74.466512203,McDonald's,8902,NJ
Groveland,28.560758964,-81.857085675,Hardee's / Red Burrito,34736,FL
Las Vegas,36.27663,-115.27929,McDonald's,89149,NV
Addison,41.946937,-88.023655,Arby's,60101,IL
Spokane,47.643471115,-117.55947397,Carl's Jr. / Green Burrito,99224,WA
Holyoke,42.20578,-72.61053,McDonald's,1040,MA
San Antonio,29.4174885,-98.653406176,KFC,78227,TX
Tucson,32.2217,-110.9413,Wienerschnitzel,85719,AZ
New Berlin,42.979915,-88.107731,Taco Bell,53151,WI
Baltimore,39.35722,-76.70409,Taco Bell,21215,MD
Del Mar,32.98055,-117.2498,McDonald's,92014,CA
Oak Lawn,41.720820685,-87.723218915,Portillo's,60453,IL
Palmdale,34.558357,-118.082841,Taco Bell,93550,CA
Atoka,35.4479,-89.7839,Sonic Drive-in,38004,TN
Miami,25.78383,-80.33324,McDonalds,33126,FL
Mckinney,33.16837,-96.66253,Taco Bell,75070,TX
Central Point,42.37791,-122.89905,Subway,97502,OR
Sachse,32.971155713,-96.602590084,Taco Bueno,75048,TX
Tampa,27.9964,-82.4964,Pollo Tropical,33614,FL
Tustin,33.76012,-117.82781,Subway,92780,CA
Phoenix,33.429745,-112.065704,McDonald's,85034,AZ
Vancouver,45.596051,-122.478055,Subway,98683,WA
Manhattan,39.198247,-96.562861,Vista Drive In,66502,KS
Oakland,35.227207,-89.52428,Pizza Hut,38060,TN
Cadiz,40.2834,-80.99969,Wendy's,43907,OH
Atlantic City,39.36215,-74.43049,Taco Bell,8401,NJ
Knightdale,35.7978,-78.4881,Hardee's,27545,NC
Dallas,32.89799,-96.76823,Chicken Express,75231,TX
West Palm Beach,26.723657,-80.080533,Wendy's,33401,FL
Minneapolis,45.175774915,-93.276940584,McDonald's,55448,MN
Medicine Lodge,37.28123,-98.58707,Subway,67104,KS
Carlisle,40.22956,-77.14378,Wendy's,17013,PA
Sussex,43.137894,-88.24371,Taco Bell,53089,WI
Kingstree,33.66311,-79.83327,McDonald's,29556,SC
Boise,43.589741,-116.26692,Pizza Hut,83709,ID
Sparta,41.03736,-74.639302,Burger King,7871,NJ
Greensboro,36.10237896,-79.962239286,Bojangles' Famous Chicken 'n Biscuits,27409,NC
Lafayette,40.41827,-86.8355,Chick-Fil-A,47905,IN
Roswell,33.38014,-104.535873,Domino's Pizza,88203,NM
Henderson,35.441,-88.63167,McDonalds,38340,TN
Mercer Island,22.776770767,-102.5977488,Subway,98040,WA
Mesa,33.43729,-111.73511,SONIC Drive In,85205,AZ
Escondido,33.1589,-117.10031,Round Table Pizza,92026,CA
Batavia,39.08025,-84.1467,Burger King,45103,OH
Kailua Kona,19.649384,-156.005005,Taco del Mar,96740,HI
Downers Grove,41.805604,-88.041975,Jimmy John's,60515,IL
Manteca,37.79702,-121.1892,El Pollo Loco,95336-5007,CA
Oak Grove,36.668903,-87.442116,Quiznos,42262,KY
Renton,47.47329,-122.21831,Popeye's Louisiana Kitchen,98057,WA
Butler,40.990722668,-74.337213361,Wendy's,7405,NJ
Sunbury,40.26573,-82.92983,McDonalds,43074,OH
Humble,30.007505,-95.26738,Arbys,77338,TX
Houston,29.74454,-95.38819,SUBWAY,77006,TX
Lombard,41.8598,-88.012245,Tom's Grill,60148,IL
Germantown,39.180496,-77.26891,Domino's Pizza,20874,MD
La Puente,34.01908,-117.957344,Yoshinoya,91744,CA
Greenwood,34.216366,-82.157499,Taco Bell,29649,SC
Woodbridge,40.555973,-74.28454,McDonald's,7095,NJ
Dallas,32.821872,-96.835889,Subway,75235,TX
Rock Hill,34.901362255,-80.992155143,Mcdonald's,29730,SC
Spartanburg,35.021685,-81.896314,Bojangles' Famous Chicken 'n Biscuits,29303,SC
Valencia,34.441942,-118.575317,Jack in the Box,91355,CA
Denver,39.73949,-105.000583,Burger King,80204,CO
Emmett,43.863452,-116.500085,McDonald's,83617,ID
Purcell,35.0138,-97.3661,Carl's Jr.,73080,OK
Albuquerque,35.09882,-106.56853,Sbarro,87110,NM
Marietta,33.980301436,-84.559237681,Subway - Bell's Ferry,30066,GA
Birmingham,33.59672,-86.69415,Burger King,35215,AL
Draper,40.52626127,-111.887544393,Del Taco,84020,UT
Tewksbury,42.625957,-71.2708,Burger King,1876,MA
Portage,42.22503,-85.58994,Taco Bell,49002,MI
Tucson,32.220533,-110.831969,Culver's,85710,AZ
Mckinney,33.168252497,-96.662697468,KFC,75070,TX
Omaha,41.2645,-96.06688,Sbarro,68114,NE
Farmington,44.637676,-70.15392,KFC,04938-6124,ME
Dayton,39.81561,-84.13058,Burger King,45404,OH
Chicago,41.91212,-87.68033,Subway,60647,IL
Winter Park,28.596909,-81.30654,Taco Bell,32792,FL
Newberry,29.646247,-82.60576766,Hardee's / Red Burrito,32669,FL
Zachary,30.64728,-91.14885,McDonald's,70791,LA
Marietta,34.014508625,-84.554985781,Burger King,30066,GA
Phoenix,33.49503,-112.09955,Pizza Hut Wingstreet,85015,AZ
Las Vegas,36.083996,-115.208512,Farmer Boys,89118,NV
Las Vegas,36.27044,-115.26919,Baja Fresh,89149,NV
Bloomsbury,40.659239693,-75.074931485,Travelcenters of America,8804,NJ
Pontiac,42.60659,-83.24896,Quiznos,48341-3122,MI
Chicopee,42.201117596,-72.574102772,D'Angelo Grilled Sandwiches,1020,MA
Sulphur,30.226723,-93.32627,Sonic Drive In,70663,LA
Tecumseh,35.27401,-96.93102,McDonald's,74873,OK
Silverdale,47.6592,-122.6867,KFC,98383,WA
Bell Gardens,33.9707341,-118.1881565,SUBWAY,90201,CA
Las Vegas,36.100601,-115.137315,Del Taco,89119,NV
Adairsville,34.37653,-84.91442,Hardee's,30103,GA
Slidell,30.28935,-89.727316,Wendy's,70461,LA
Dacula,34.00651,-83.91464,SONIC Drive In,30019,GA
Buffalo Grove,42.154919,-87.960009,Burger King,60089,IL
Mesa,33.379353341,-111.78501449,KFC,85204,AZ
Kannapolis,35.479738,-80.612037,Wendy's,28083,NC
Spring,30.02242,-95.522353,McDonald's,77379,TX
San Antonio,29.6424,-98.49004,McDonalds,78258,TX
Pea Ridge,36.44378,-94.11675,Mcdonald's,72751,AR
Minneapolis,45.18345193,-93.238387432,Fitness 19,55434,MN
Las Vegas,36.1964,-115.24796,Wendy's,89128,NV
Llano,30.75992,-98.67917,Taco Bell,78643,TX
Kennesaw,34.055448299,-84.557136412,Burger King,30144,GA
Antioch,36.014721,-86.617874,Burger King,37013,TN
Albuquerque,35.072178,-106.53455,Taco Cabana,87123,NM
Griffin,33.24684,-84.26603,Burger King,30223,GA
Norman,35.21827,-97.47938,Arby's,73069,OK
Springfield,37.241221,-93.307915,Taco Bell,65803,MO
Macon,32.8407,-83.6428,Church's Chicken,31201,GA
Grand Rapids,43.002927,-85.653087,Burger King,49505,MI
Howell,42.621448,-83.924943,Jimmy John's,48843,MI
La Porte,29.663423,-95.019624,Sonic,77571,TX
Sandy,40.559799,-111.85379,McDonald's,84094,UT
Denver,39.77365551,-104.807567194,Kfc,80239,CO
Tampa,28.0696,-82.4275,Burger King,33612,FL
Shreveport,32.4026,-93.8056,Arby's,71118,LA
Huntsville,34.71169,-86.587452,Quiznos,35801,AL
Albany,44.62285,-123.11072,McDonald's,97321,OR
Cranston,41.7941,-71.4442,Royal Buffet,2920,RI
High Point,35.90224586,-79.951976,Wendy's,27263,NC
Watkins Glen,42.38316,-76.86444,McDonald's,14891,NY
Cedar Park,30.53501,-97.77971,SONIC Drive In,78613,TX
Elk Grove Village,42.00565,-87.96012,Taco Bell,60007,IL
Howell,42.589401,-83.881319,Wendy's,48843,MI
Indianapolis,39.8277,-86.0095,Church's Chicken,46226,IN
Columbia,34.030589,-81.092921,Blimpie,29210,SC
Pasadena,29.6905,-95.2087,Taco Bell,77502,TX
Moreno Valley,33.93909,-117.23017,El Pollo Loco,92553,CA
Conyers,33.646435,-84.013689,KFC,30013,GA
Indianapolis,39.85146,-86.26289,Cousins Subs,46254,IN
East Wenatchee,47.406,-120.2818,Jack in the Box,98802,WA
Berkeley,37.868595,-122.29171,Lanesplitter Pizza & Pub,94702,CA
Saint Louis,38.61683,-90.19413,Rallys,63104,MO
Schererville,41.49117,-87.47151,White Castle,46375,IN
Harrisonville,38.664761979,-94.367440625,Kfc,64701,MO
Belvidere,42.268871,-88.85403,Burger King,61008,IL
Corte Madera,37.927674,-122.517093,World Wrapps,94925,CA
Bronx,40.8465,-73.89353,McDonald's,10457,NY
Haines City,28.125765,-81.64037,Subway,33844,FL
Santa Ana,33.72683,-117.88889,McDonald's,92704,CA
Pascagoula,30.37998,-88.52494,Checkers,39581,AL
Tulsa,36.06216,-95.92155,McDonald's,74136,OK
North Olmsted,41.4155,-81.9249,McDonald's,44070,OH
Spring,30.074353,-95.411416,Hunam Garden,77388,TX
Mesa,33.45229,-111.70267,Blimpie,85215,AZ
Aiken,33.526797,-81.721657,Hardee's,29803,SC
San Antonio,29.484400173,-98.404210373,Popeye's,78218,TX
Oxford,33.601748574,-85.836473342,McDonald's,36203,AL
Reno,39.483012,-119.790795,Boston Market,89509,NV
Denver,39.711526,-105.013636,Wendy's,80223,CO
Colorado Springs,38.812492904,-104.82212305,Taco Bell,80905,Co Spgs
Fresno,36.845791,-119.790166,Carl's Jr.,93720,CA
Boynton Beach,26.544197201,-80.091281533,McDonald's,33426,FL
Midlothian,32.47557,-96.98077,Jack in the Box,76065,TX
Houston,29.948948,-95.4211,SUBWAY,77067,TX
Black River Falls,44.29361,-90.8296,McDonald's,54615,WI
Chesapeake,36.81034,-76.2195,Sonic Drive-In,23325,VA
Stockbridge,33.5532,-84.2719,Chick-fil-A,30281,GA
Westminster,39.559098176,-76.989386675,Subway,21157,MD
Phoenix,33.55324,-112.1087,Burger King,85021,AZ
Tulsa,36.10402,-95.91362,Jimmy John's,74135,OK
Kalamazoo,42.3132,-85.5434,Wendy's,49048,MI
Norfolk,36.9553,-76.2531,Burger King,23503,VA
Arvada,39.84221112,-105.08266284,McDonald's,80003,CO
Anderson,39.476561517,-0.405507355,Burger King,46015,IN
Naples,26.211678,-81.77241,Rally's,34109,FL
Richardson,32.97504,-96.69975,Soulfish Grill,75082,TX
Vidor,30.13231,-94.01631,McDonald's,77662,TX
Fayetteville,36.05674,-94.18792,Whataburger,72701,AR
Tucson,32.265702,-110.94328,McDonald's,85719,AZ
Dallas,32.79219,-96.69907,Burger King,75228,TX
Forest City,35.33411801,-81.89239655,Taco Bell,28043,NC
Missoula,46.91097,-114.03594,Domino's Pizza,59808,MT
Yorba Linda,33.8628,-117.7886,Del Taco,92886,CA
Stephens City,39.080783,-78.210771,Wendy's,22655,VA
Grand Rapids,42.996,-85.5906,Wendy's,49525,MI
Jasper,33.85164446,-87.27187576,Chick-fil-a,35501,AL
Chicago,41.743528184,-87.624058607,Kam's Chop Suey,60619,IL
Boston,42.35559,-71.06263,Ziti's Italian Express,02111-1318,MA
Poplar Bluff,36.766235,-90.41665,McDonald's,63901,MO
Mount Pleasant,43.58627,-84.76675,Wendy's,48858,MI
Frederick,39.392309,-77.40943,Subway,21704,MD
Springfield,39.786911748,-89.646232609,Rally's Springfield,62703,IL
Denver,39.714041,-105.053514,Taco Bell,80226,CO
San Diego,32.786835,-117.0975,Subway,92120,CA
Irvington,40.71513,-74.22453,White Castle,07111-4718,NJ
Jackson,39.04259,-82.62883,Burger King,45640,OH
Agoura Hills,34.146732,-118.75966,Mcdonald's,91301,CA
Coolidge,32.9961,-111.52327,KFC,85128,AZ
Mount Olive,35.2099,-78.0813,Wendy's,28365,NC
San Antonio,29.51585,-98.49926,Jimmy John's,78216,TX
Humble,29.997707,-95.173234,McDonald's,77346,TX
Roswell,34.01691199,-84.310335619,Subway,30076,GA
Black River Falls,44.293660516,-90.829639434,Mcdonald's,54615,WI
Phoenix,33.466112,-112.030642,Wendy's,85006,AZ
Albany,31.615919,-84.21923,Chick-fil-A,31707,GA
Santa Ana,33.770506527,-117.851750798,Subway Sandwiches,92705,CA
Phoenix,33.47989,-112.25593,McDonald's,85037,AZ
Gardena,33.873194849,-118.299493789,Carl's Jr. / Green Burrito,90248,CA
Milford,41.241616,-73.034191,Home Town Buffet,6460,CT
Naperville,41.70558,-88.20512,McDonald's,60564,IL
Buford,34.065147,-83.984764,Chick-fil-a,30519,GA
Federal Way,47.313908018,-122.309213876,Five Guys,98003,WA
Opelousas,30.532887,-92.0818,Rally's,70570,LA
Rock Island,41.467352431,-90.544850481,Checker's Drive-in Restaurant,61201,IL
Blue Ridge,34.87743,-84.30003,Taco Bell,30513,GA
Calhoun City,33.840775,-89.31781,Subway,38916,MS
Las Vegas,36.11562,-115.13811,Five Guys,89119,NV
Stafford,38.46846,-77.45994,McDonald's,22554,VA
Anderson,34.579539,-82.71395,McDonald's,29621,SC
Mocksville,35.92071,-80.58745,Arby's,27028,NC
Riverside,33.90811,-117.43627,McDonald's,92503,CA
Draper,40.52533,-111.88873,Carl's Jr.,84020,UT
Everett,47.911343,-122.218835,Arby's,98208,WA
Martinsburg,39.46978595,-77.955143451,Wendy's,25404,WV
Duluth,33.976677,-84.092219,McDonald's,30097,GA
Somerset,39.999680669,-79.046046691,Auntie Anne's,15501,PA
Tecumseh,39.019531693,-95.509060045,Taco Bell,66542,KS
Hobbs,32.720593,-103.142458,Grandy's,88240,NM
Green Bay,44.488697809,-88.066047811,KFC,54304,WI
El Paso,31.829993825,-106.528361504,Burger King,79912,TX
Franklin,36.666853,-76.956055,McDonald's,23851,VA
Los Angeles,34.05975,-118.17336,McDonald's,90063,CA
New Brunswick,40.5026,-74.4517,Wendy's,8901,NJ
San Diego,32.9364,-117.10878,Wendy's,92131,CA
Dallas,32.7926,-96.700431,Taco Bell,75228,TX
Huntington Beach,33.716553,-118.00621,El Pollo Loco,92647,CA
Scarborough,43.59293,-70.33044,Wendy's,4074,ME
Mcminnville,35.698814,-85.78028,Krystal,37110,TN
Fort Collins,40.57458,-105.101506,Wendy's,80521,CO
San Diego,32.792343,-117.09891,Pizza Hut,92120,CA
